make,price,body_type,type,doors,warranty,mileage,gearbox,metallic,seller,seats,engine_size,empty_weight,non_smoker_vehicle,country,power_kwh,age,fuel_type,co2_emissions,fuel_consumption_comb,safety_security_kmeans,comfort_convenience_kmeans,entertainment_kmeans,extras_kmeans,general_inspection_2,full_service_history_2,upholstery_2,previous_owner_2,taxi_or_rental_car_2,emission_class_euro
Renault,14490,Sedan,Used,5,1,70000.0,Manual,0,Dealer,5,1461.0,1393.0,0,ES,66.0,4,Diesel,114.0,147.32333333333335,0,0,0,0,0,0,Other,Other,No,5
Renault,14990,Sedan,Used,5,1,89000.0,Manual,0,Dealer,5,1598.0,1393.0,0,FR,96.0,5,Diesel,114.0,154.4,0,0,0,0,0,0,Other,Other,No,5
Renault,10199,Sedan,Used,5,1,113436.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,5790,Sedan,Used,5,0,182500.0,Manual,0,Dealer,5,1461.0,1377.0,0,FR,81.0,10,Diesel,150.0,195.316,0,0,0,0,0,0,Other,Other,No,5
Renault,10199,Sedan,Used,5,1,113436.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,10199,Sedan,Used,5,1,113436.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,36999,Sedan,Used,5,2,21778.0,Automatic,1,Dealer,5,1798.0,1518.0,1,DE,221.0,2,Benzine,190.0,254.35200000000003,2,2,2,2,1,1,Other,1 owner,No,5
Renault,6490,Sedan,Used,5,0,70000.0,Manual,1,Dealer,5,1149.0,1225.0,1,DE,55.0,10,Benzine,140.0,198.24,1,0,1,1,2,1,Other,1 owner,No,5
Renault,15814,Sedan,Used,5,2,50861.0,Manual,1,Dealer,5,999.0,1165.0,1,IT,74.0,2,LPG/CNG,94.0,157.25,1,0,1,0,0,0,Other,Other,No,6
Renault,8199,Sedan,Used,5,1,110040.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,7,Diesel,95.0,137.62384615384616,1,0,0,0,0,0,Other,Other,No,6
Renault,34888,Sedan,Used,5,0,50.0,Automatic,1,Dealer,5,1332.0,1497.0,1,DE,116.0,1,Benzine,131.0,191.07200000000003,2,2,2,1,1,1,Leather,1 owner,No,6
Renault,15814,Sedan,Used,5,2,50861.0,Manual,1,Dealer,5,999.0,1165.0,1,IT,74.0,2,LPG/CNG,94.0,157.25,1,0,1,0,0,0,Other,Other,No,6
Renault,10199,Sedan,Used,5,1,113436.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,8480,Sedan,Used,5,1,31208.0,Manual,0,Dealer,5,1461.0,1071.0,0,FR,66.0,8,Diesel,90.0,137.62384615384616,0,0,0,0,0,0,Other,1 owner,No,6
Renault,13900,Sedan,Used,5,1,81465.0,Manual,0,Dealer,5,1461.0,1393.0,0,IT,81.0,5,Diesel,95.0,147.32333333333335,1,1,1,0,0,0,Other,Other,No,5
Renault,10870,Sedan,Used,5,1,97200.0,Manual,1,Dealer,5,1461.0,1146.0,0,IT,55.0,5,Diesel,95.0,137.62384615384616,0,0,0,0,0,0,Other,Other,No,6
Renault,20100,Sedan,Used,4,1,118546.0,Manual,0,Dealer,5,1749.0,1430.0,0,ES,110.0,3,Diesel,118.0,177.56,1,0,0,0,0,0,Other,Other,No,6
Renault,27990,Sedan,Used,4,0,38603.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,3,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Other,Other,No,6
Renault,24990,Sedan,Used,4,0,27990.0,Automatic,1,Dealer,5,1618.0,1505.0,1,DE,147.0,4,Benzine,127.0,188.16,2,2,2,1,1,1,Leather,1 owner,No,6
Renault,15990,Sedan,Used,5,1,41723.0,Manual,1,Dealer,5,1332.0,1393.0,1,BE,85.0,3,Benzine,124.0,185.36,1,1,1,0,0,0,Other,1 owner,No,5
Renault,39990,Sedan,Used,5,0,82359.0,Automatic,0,Dealer,5,1618.0,1393.0,0,FR,151.0,4,Benzine,169.0,201.60000000000002,0,0,0,0,0,0,Other,Other,No,5
Renault,39990,Sedan,Used,5,0,82359.0,Automatic,0,Dealer,5,1618.0,1393.0,0,FR,151.0,4,Benzine,169.0,201.60000000000002,0,0,0,0,0,0,Other,Other,No,5
Renault,11460,Sedan,Used,5,0,93581.0,Manual,0,Dealer,5,1198.0,1205.0,0,AT,74.0,6,Benzine,120.0,179.76,1,0,0,0,0,0,Other,Other,No,5
Renault,21498,Sedan,Used,5,0,21295.0,Automatic,1,Dealer,5,1333.0,1165.0,0,FR,96.0,3,Benzine,119.0,174.87949604694325,1,0,0,0,0,0,Other,Other,No,6
Renault,25990,Sedan,Used,4,1,34862.0,Automatic,1,Dealer,5,1997.0,1497.0,0,FR,147.0,3,Diesel,130.0,191.07000000000002,1,0,0,1,0,0,Other,Other,No,6
Renault,14500,Sedan,Used,4,1,160000.0,Manual,0,Dealer,5,1461.0,1387.0,0,ES,81.0,5,Diesel,118.0,139.732,1,0,0,0,0,0,Other,Other,No,6
Renault,15499,Sedan,Used,5,1,87287.0,Automatic,0,Dealer,5,1618.0,1165.0,0,IT,162.0,7,Benzine,135.0,198.24000000000004,1,1,1,0,0,0,Other,Other,No,6
Renault,13500,Sedan,Used,5,0,37500.0,Manual,1,Private seller,4,898.0,1103.0,1,DE,80.0,4,Benzine,132.0,168.0,1,1,2,1,2,1,Leather,1 owner,No,6
Renault,14490,Sedan,Used,4,0,91813.0,Manual,0,Dealer,5,1461.0,1497.0,0,FR,81.0,6,Diesel,118.0,139.732,1,2,1,0,0,0,Other,Other,No,6
Renault,17990,Sedan,Used,4,0,96256.0,Automatic,0,Dealer,5,1598.0,1497.0,0,FR,96.0,7,Diesel,118.0,165.20799999999997,1,2,1,0,0,0,Other,Other,No,6
Renault,12990,Sedan,Used,5,0,95898.0,Manual,0,Dealer,5,1461.0,1393.0,0,FR,81.0,5,Diesel,114.0,147.32333333333335,1,1,1,0,0,0,Other,Other,No,5
Renault,25489,Sedan,Used,4,0,44988.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,2,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Other,Other,No,6
Renault,9900,Sedan,Used,5,1,159000.0,Manual,1,Dealer,5,1461.0,1146.0,1,IT,66.0,9,Diesel,90.0,137.62384615384616,2,1,2,1,0,1,Other,1 owner,No,6
Renault,20490,Sedan,Used,5,1,50000.0,Manual,0,Dealer,5,1598.0,1381.0,0,ES,85.0,3,Diesel,113.0,200.90323057773838,0,0,0,0,0,0,Other,Other,No,6
Renault,44980,Sedan,Used,5,0,10255.0,Manual,0,Dealer,5,1798.0,1419.0,0,FR,220.0,3,Benzine,185.0,266.78400000000005,0,0,0,0,0,0,Other,1 owner,No,5
Renault,37990,Sedan,Employee's car,5,2,40.0,Automatic,1,Dealer,5,1332.0,1411.0,1,AT,103.0,1,Benzine,121.0,180.60000000000005,2,2,2,2,1,1,Other,1 owner,No,6
Renault,7990,Sedan,Used,5,1,151000.0,Manual,0,Dealer,5,1461.0,1393.0,0,FR,81.0,7,Diesel,90.0,147.32333333333335,0,0,0,0,1,0,Other,Other,No,5
Renault,38990,Sedan,Used,4,0,9000.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,1,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Leather,Other,No,6
Renault,19488,Sedan,Used,4,0,41260.0,Automatic,1,Dealer,5,1598.0,1497.0,0,FR,96.0,6,Diesel,112.0,165.20799999999997,1,0,0,0,0,0,Other,Other,No,6
Renault,9880,Sedan,Used,5,0,125200.0,Manual,0,Dealer,5,1461.0,1087.0,0,FR,66.0,6,Diesel,85.0,137.62384615384616,0,0,0,0,0,0,Other,Other,No,6
Renault,11580,Sedan,Used,5,1,85564.0,Manual,1,Dealer,5,999.0,1165.0,1,IT,66.0,3,Benzine,119.0,150.27310344827586,2,1,2,0,0,1,Other,1 owner,No,6
Renault,6990,Sedan,Used,5,0,152000.0,Automatic,1,Dealer,5,999.0,1265.0,0,AT,82.0,11,Benzine,179.0,184.32000000000002,0,1,1,0,0,1,Other,Other,No,6
Renault,16490,Sedan,Used,5,2,68002.0,Automatic,1,Dealer,5,1461.0,1393.0,1,BE,81.0,4,Diesel,95.0,142.17666666666668,1,2,1,1,0,0,Leather,Other,No,5
Renault,4490,Sedan,Used,3,1,119250.0,Manual,1,Dealer,4,1149.0,939.0,1,BE,55.0,10,Benzine,109.0,174.72000000000003,1,0,1,0,0,0,Other,Other,No,6
Renault,18490,Sedan,Used,4,0,36265.0,Automatic,0,Dealer,5,1598.0,1497.0,0,FR,96.0,3,Diesel,118.0,165.20799999999997,1,2,1,0,0,0,Other,Other,No,6
Renault,10199,Sedan,Used,5,1,113436.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,8400,Sedan,Used,5,0,48417.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,6,Diesel,85.0,137.62384615384616,1,0,0,0,0,0,Other,Other,No,6
Renault,17900,Sedan,Used,5,1,48806.0,Manual,0,Dealer,5,1461.0,1393.0,0,ES,85.0,3,Diesel,114.0,147.32333333333335,0,0,0,0,0,0,Other,Other,No,5
Renault,11900,Sedan,Used,5,0,80000.0,Manual,1,Dealer,5,1461.0,1165.0,0,IT,55.0,4,Diesel,85.0,137.62384615384616,1,0,0,0,0,0,Other,Other,No,6
Renault,15990,Sedan,Used,4,0,66403.0,Automatic,0,Dealer,5,1598.0,1497.0,0,FR,96.0,6,Diesel,118.0,165.20799999999997,1,2,1,0,0,0,Other,Other,No,6
Renault,7990,Sedan,Used,5,1,116806.0,Manual,1,Dealer,5,898.0,1009.0,0,IT,66.0,9,Benzine,105.0,159.04000000000002,1,0,1,0,0,0,Other,Other,No,6
Renault,17990,Sedan,Used,4,0,85945.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,3,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Other,Other,No,6
Renault,37990,Sedan,Used,4,0,5890.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,1,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Leather,Other,No,6
Renault,17990,Sedan,Used,4,1,13535.0,Manual,0,Dealer,5,1461.0,1497.0,0,FR,81.0,5,Diesel,96.0,139.732,1,0,0,1,0,0,Other,Other,No,6
Renault,15814,Sedan,Used,5,2,50861.0,Manual,1,Dealer,5,999.0,1165.0,1,IT,74.0,2,LPG/CNG,94.0,157.25,1,0,1,0,0,0,Other,Other,No,6
Renault,8990,Sedan,Used,5,0,135000.0,Manual,0,Dealer,5,1461.0,1162.0,1,IT,55.0,6,Diesel,85.0,137.62384615384616,1,0,1,0,0,0,Other,Other,No,6
Renault,17970,Sedan,Employee's car,4,1,11500.0,Manual,0,Dealer,5,999.0,1165.0,1,DE,74.0,1,LPG/CNG,106.0,157.25,2,1,2,1,2,1,Other,1 owner,No,6
Renault,16400,Sedan,Pre-registered,5,1,124204.0,Automatic,0,Dealer,5,1461.0,1315.0,0,IT,85.0,3,Diesel,102.0,142.17666666666668,0,0,0,0,0,0,Other,Other,No,5
Renault,6990,Sedan,Used,5,1,147430.0,Manual,0,Dealer,5,1997.0,1444.0,0,ES,103.0,14,Benzine,196.0,146.16000000000003,0,0,0,0,0,0,Other,Other,No,4
Renault,19300,Sedan,Used,4,1,34349.0,Manual,0,Dealer,5,1598.0,1497.0,0,FR,96.0,5,Diesel,104.0,150.54,1,0,0,1,0,0,Other,Other,No,6
Renault,10495,Sedan,Used,5,1,85514.0,Manual,0,Dealer,5,1461.0,1165.0,0,ES,55.0,6,Diesel,85.0,137.62384615384616,0,0,0,0,0,0,Other,Other,No,6
Renault,14400,Sedan,Used,5,0,69000.0,Manual,1,Dealer,5,1461.0,1235.0,0,IT,66.0,3,Diesel,108.0,137.62384615384616,1,0,0,0,0,0,Other,Other,No,6
Renault,25390,Sedan,Used,4,1,23530.0,Automatic,0,Dealer,5,1332.0,1497.0,0,FR,118.0,3,Benzine,128.0,191.07200000000003,1,0,0,1,0,0,Other,Other,No,6
Renault,21480,Sedan,Used,5,1,39200.0,Automatic,0,Dealer,5,1461.0,1259.0,0,FR,85.0,2,Diesel,128.0,142.17666666666668,0,1,0,0,0,0,Other,Other,No,5
Renault,6990,Sedan,Used,5,1,143665.0,Manual,1,Dealer,5,1461.0,1377.0,0,FR,81.0,12,Diesel,108.0,195.316,0,0,0,0,0,0,Other,Other,No,5
Renault,17890,Sedan,Used,4,0,59351.0,Manual,0,Dealer,5,1598.0,1497.0,0,FR,96.0,5,Diesel,118.0,150.54,1,2,1,0,0,0,Other,Other,No,6
Renault,13490,Sedan,Used,5,1,85313.0,Manual,0,Dealer,5,1461.0,1393.0,0,FR,85.0,3,Diesel,114.0,147.32333333333335,1,0,0,0,0,0,Other,Other,No,5
Renault,18990,Sedan,Used,5,0,34230.0,Automatic,1,Dealer,5,1332.0,1354.0,1,DE,117.0,3,Benzine,127.0,186.48,1,1,1,0,2,1,Other,Other,No,5
Renault,18218,Sedan,Used,5,2,23250.0,Manual,1,Dealer,5,999.0,1165.0,1,IT,74.0,2,LPG/CNG,94.0,157.25,1,1,1,0,0,0,Other,Other,No,6
Renault,9099,Sedan,Used,5,1,35963.0,Manual,0,Dealer,5,1200.0,1393.0,0,ES,85.0,10,Benzine,169.0,174.87949604694325,0,0,0,0,0,0,Other,Other,No,5
Renault,18800,Sedan,Used,5,1,75000.0,Manual,0,Dealer,5,1461.0,1315.0,0,IT,85.0,2,Diesel,102.0,147.32333333333335,2,1,1,1,0,0,Other,1 owner,No,5
Renault,24500,Sedan,Used,5,0,11500.0,Automatic,1,Dealer,5,1461.0,1315.0,0,IT,85.0,2,Diesel,104.0,142.17666666666668,1,1,0,0,0,0,Other,Other,No,5
Renault,17990,Sedan,Used,5,1,12304.0,Manual,0,Dealer,5,1333.0,1165.0,0,FR,103.0,1,Benzine,122.0,174.87949604694325,0,0,0,0,0,0,Other,Other,No,6
Renault,36990,Sedan,Used,4,0,3523.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,1,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Leather,Other,No,6
Renault,15630,Sedan,Used,5,1,60223.0,Manual,1,Dealer,5,1461.0,1315.0,1,IT,85.0,2,Diesel,104.0,147.32333333333335,2,2,2,1,0,1,Other,1 owner,No,5
Renault,8199,Sedan,Used,5,1,110040.0,Manual,0,Dealer,5,1461.0,1165.0,0,IT,55.0,7,Diesel,95.0,137.62384615384616,1,0,0,0,0,0,Other,Other,No,6
Renault,12990,Sedan,Used,5,1,51319.0,Manual,0,Dealer,5,999.0,1165.0,0,ES,74.0,3,Benzine,119.0,150.27310344827586,0,0,0,0,0,0,Other,Other,No,6
Renault,16666,Sedan,Used,5,0,15500.0,Manual,1,Private seller,5,999.0,1174.0,1,AT,67.0,1,Benzine,119.0,150.27310344827586,1,1,0,1,2,1,Leather,Other,No,6
Renault,22990,Sedan,Used,4,0,7608.0,Automatic,0,Dealer,5,1997.0,1497.0,0,FR,147.0,2,Diesel,118.0,191.07000000000002,1,2,1,0,0,0,Other,Other,No,6
Renault,15790,Sedan,Used,4,0,59894.0,Manual,1,Dealer,5,1500.0,1387.0,0,FR,81.0,4,Diesel,95.0,138.96,0,0,1,0,0,0,Other,1 owner,No,6
Renault,9480,Sedan,Used,5,1,66755.0,Manual,1,Dealer,4,999.0,998.0,1,IT,51.0,4,Benzine,125.0,184.8,1,1,2,0,0,1,Other,1 owner,No,6
Renault,11900,Sedan,Used,5,0,85990.0,Manual,0,Dealer,5,898.0,1149.0,0,IT,66.0,4,LPG/CNG,109.0,145.68404999999998,1,0,0,0,0,0,Other,Other,No,6
Peugeot,19100,Compact,Used,5,1,106099.0,Automatic,1,Dealer,5,1598.0,1179.0,0,BE,165.0,4,Benzine,132.0,225.12,2,2,1,1,0,0,Leather,Other,No,6
Peugeot,15500,Compact,Used,5,1,48750.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,3,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,13700,Compact,Used,5,1,55000.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,4,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,14400,Compact,Used,3,0,73821.0,Manual,0,Dealer,5,1598.0,1265.0,1,DE,147.0,8,Benzine,104.0,194.57454545454544,1,1,2,0,0,1,Leather,1 owner,No,6
Peugeot,6900,Compact,Used,3,1,173473.0,Manual,0,Dealer,5,1560.0,1150.0,0,ES,55.0,5,Diesel,90.0,130.13714285714283,0,0,0,0,0,0,Other,Other,No,6
Peugeot,12990,Compact,Used,3,1,65476.0,Manual,1,Dealer,5,1598.0,1065.0,1,DE,147.0,8,Benzine,139.0,194.57454545454544,1,1,1,1,1,1,Leather,Other,No,6
Peugeot,15850,Compact,Used,5,1,63700.0,Manual,0,Dealer,5,1199.0,1165.0,0,ES,96.0,3,Benzine,126.0,126.4421052631579,0,0,0,0,0,0,Other,Other,No,6
Peugeot,18900,Compact,Used,5,1,74900.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,2,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,30990,Compact,Used,5,2,45768.0,Manual,1,Dealer,5,1598.0,1390.0,0,DE,193.0,3,Benzine,148.0,208.06153846153848,2,2,2,1,2,0,Leather,Other,No,6
Peugeot,8290,Compact,Used,2,1,34615.0,Manual,1,Dealer,4,1598.0,1200.0,0,DE,88.0,12,Benzine,155.0,225.11999999999998,1,0,1,1,1,1,Leather,Other,No,4
Peugeot,13500,Compact,Used,5,1,63980.0,Manual,0,Dealer,5,1560.0,1260.0,0,ES,88.0,5,Diesel,99.0,144.6015384615385,0,0,1,0,0,0,Other,Other,No,6
Peugeot,15500,Compact,Used,5,1,48750.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,3,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,13900,Compact,Used,5,1,21000.0,Manual,0,Dealer,5,1560.0,1150.0,0,ES,55.0,6,Diesel,90.0,130.13714285714283,0,0,0,0,0,0,Other,Other,No,6
Peugeot,15990,Compact,Used,5,1,65000.0,Manual,1,Dealer,5,1199.0,1203.0,0,ES,96.0,4,Benzine,126.0,126.4421052631579,0,0,0,0,0,0,Other,Other,No,6
Peugeot,11990,Compact,Used,5,1,85000.0,Automatic,0,Dealer,5,1598.0,1321.0,0,ES,88.0,12,Benzine,155.0,235.20000000000002,0,0,0,0,0,0,Other,Other,No,4
Peugeot,13000,Compact,Used,5,1,149857.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,4,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,8950,Compact,Used,2,1,39433.0,Automatic,1,Dealer,4,1587.0,1226.5,1,DE,80.0,14,Benzine,156.0,221.76,1,1,1,1,1,1,Other,1 owner,No,4
Peugeot,15850,Compact,Used,5,1,63700.0,Manual,0,Dealer,5,1199.0,1165.0,0,ES,96.0,3,Benzine,126.0,126.4421052631579,0,0,0,0,0,0,Other,Other,No,6
Peugeot,23990,Compact,Used,5,1,38629.0,Manual,1,Dealer,5,1598.0,1280.0,0,ES,200.0,4,Benzine,126.0,208.06153846153848,0,0,0,0,0,0,Other,Other,No,6
Peugeot,3900,Compact,Used,5,0,179000.0,Manual,1,Dealer,5,1587.0,1319.0,0,ES,80.0,17,Diesel,159.0,185.28,1,0,0,0,0,0,Other,Other,No,4
Peugeot,5490,Compact,Used,5,1,113500.0,Manual,0,Dealer,5,1398.0,927.0,0,ES,52.0,12,Diesel,129.0,162.12,0,0,0,0,0,0,Other,Other,No,4
Peugeot,13000,Compact,Used,5,1,149857.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,4,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,5950,Compact,Used,3,1,89145.0,Manual,0,Dealer,5,1398.0,963.0,0,ES,50.0,10,Diesel,129.0,162.12,0,0,0,0,0,0,Other,Other,No,4
Peugeot,14500,Compact,Used,5,1,90999.0,Manual,0,Dealer,5,1560.0,1235.0,0,ES,73.0,3,Diesel,99.0,144.6015384615385,0,0,0,0,0,0,Other,Other,No,6
Peugeot,15500,Compact,Used,5,1,48750.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,3,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,15300,Compact,Used,5,1,23247.0,Manual,0,Dealer,5,1199.0,1165.0,0,ES,96.0,3,Benzine,126.0,126.4421052631579,0,0,1,0,0,0,Other,Other,No,6
Peugeot,13700,Compact,Used,5,1,29282.0,Automatic,1,Dealer,5,1199.0,1065.0,0,BE,82.0,5,Benzine,104.0,147.63000000000002,2,1,0,0,0,0,Other,Other,No,6
Peugeot,12300,Compact,Used,5,1,65253.0,Automatic,0,Dealer,5,1199.0,1165.0,0,ES,81.0,5,Benzine,104.0,147.63000000000002,0,0,0,0,0,0,Other,Other,No,6
Peugeot,11990,Compact,Used,5,1,118000.0,Manual,0,Dealer,5,1598.0,1399.0,0,ES,147.0,11,Benzine,126.0,208.06153846153848,0,0,0,0,0,0,Other,Other,No,6
Peugeot,19900,Compact,Used,5,1,17800.0,Automatic,0,Dealer,5,1199.0,1164.0,0,ES,96.0,3,Benzine,126.0,101.92,0,0,0,0,0,0,Other,Other,No,6
Peugeot,13500,Compact,Used,5,1,63980.0,Manual,0,Dealer,5,1560.0,1260.0,0,ES,88.0,5,Diesel,99.0,144.6015384615385,0,0,1,0,0,0,Other,Other,No,6
Peugeot,11888,Compact,Demonstration,3,0,9999.0,Manual,1,Dealer,4,998.0,832.5,1,DE,53.0,1,Benzine,93.0,128.1,1,0,1,0,2,1,Other,1 owner,No,6
Peugeot,14500,Compact,Used,5,1,90999.0,Manual,0,Dealer,5,1560.0,1235.0,0,ES,73.0,3,Diesel,99.0,144.6015384615385,0,0,0,0,0,0,Other,Other,No,6
Peugeot,8690,Compact,Used,3,1,56663.0,Manual,0,Dealer,5,999.0,1065.0,1,BE,50.0,6,Benzine,102.0,144.48,0,0,1,0,0,1,Other,1 owner,No,6
Peugeot,4900,Compact,Used,3,1,127000.0,Manual,0,Dealer,5,1397.0,1240.0,0,ES,70.0,12,Benzine,155.0,200.76,0,0,0,0,0,0,Other,Other,No,4
Peugeot,7490,Compact,Used,5,1,64000.0,Manual,0,Dealer,5,1598.0,1287.0,0,ES,88.0,11,Benzine,126.0,208.06153846153848,1,0,0,0,0,0,Other,Other,No,6
Peugeot,9950,Compact,Used,2,1,18296.0,Manual,1,Dealer,4,998.0,832.5,1,DE,51.0,5,Benzine,95.0,128.1,1,0,1,0,2,0,Other,1 owner,No,6
Peugeot,15850,Compact,Used,5,1,63700.0,Manual,0,Dealer,5,1199.0,1165.0,0,ES,96.0,3,Benzine,126.0,126.4421052631579,0,0,0,0,0,0,Other,Other,No,6
Peugeot,20490,Compact,Used,5,1,30800.0,Manual,0,Dealer,5,1199.0,1090.0,0,ES,75.0,2,Benzine,104.0,147.59111111111113,0,0,0,0,0,0,Other,Other,No,6
Peugeot,2980,Compact,Used,2,0,161087.0,Manual,0,Dealer,4,1587.0,927.0,0,DE,80.0,15,Benzine,166.0,225.12,0,0,1,0,1,0,Other,Other,No,3
Peugeot,7900,Compact,Used,5,0,99112.0,Manual,0,Dealer,5,1199.0,1065.0,0,ES,60.0,10,Benzine,104.0,147.59111111111113,0,0,0,0,0,0,Other,Other,No,6
Peugeot,4470,Compact,Used,2,0,105678.0,Manual,1,Dealer,5,1360.0,1200.0,0,DE,65.0,16,Benzine,152.0,214.36800000000002,1,0,0,0,1,0,Other,Other,No,4
Peugeot,15400,Compact,Used,5,0,32594.0,Automatic,1,Dealer,5,1199.0,1165.0,1,DE,81.0,6,Benzine,104.0,147.63000000000002,1,1,1,0,0,0,Other,Other,No,6
Peugeot,13000,Compact,Used,5,1,149857.0,Manual,0,Dealer,5,1499.0,1255.0,0,ES,96.0,4,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,10930,Compact,Used,5,1,33176.0,Manual,1,Dealer,4,1199.0,985.0,1,DE,60.0,5,Benzine,99.0,144.48,1,0,1,0,1,1,Other,Other,No,6
Peugeot,13990,Compact,Used,5,0,21500.0,Manual,1,Dealer,4,998.0,915.0,0,DE,53.0,2,Benzine,85.0,128.1,1,0,1,0,1,1,Other,1 owner,No,6
Peugeot,6990,Compact,Used,3,0,35000.0,Manual,1,Dealer,5,999.0,1110.0,1,DE,50.0,8,Benzine,102.0,144.48,1,0,1,1,2,1,Other,1 owner,No,6
Peugeot,18990,Compact,Employee's car,5,2,25034.0,Manual,1,Dealer,5,1199.0,1165.0,0,DE,74.0,1,Benzine,98.0,147.59111111111113,2,1,2,1,2,1,Other,1 owner,No,6
Peugeot,18850,Compact,Used,5,1,16235.0,Manual,0,Dealer,5,1499.0,1235.0,0,ES,73.0,2,Diesel,99.0,138.95999999999998,0,0,0,0,0,0,Other,Other,No,6
Peugeot,7900,Compact,Used,5,1,31399.0,Manual,0,Dealer,4,998.0,832.5,0,ES,52.0,4,Benzine,88.0,128.1,0,0,0,0,0,0,Other,Other,No,6
Peugeot,22490,Compact,Used,5,0,7300.0,Manual,1,Dealer,5,1199.0,1165.0,1,DE,74.0,1,Benzine,98.0,147.59111111111113,1,1,2,1,1,1,Leather,1 owner,Yes,6
Peugeot,9200,Compact,Used,3,1,49871.0,Manual,1,Dealer,5,1199.0,955.0,0,BE,50.0,4,Benzine,108.0,147.59111111111113,1,0,0,0,0,0,Other,Other,No,6
Peugeot,14500,Compact,Used,5,1,90999.0,Manual,0,Dealer,5,1560.0,1235.0,0,ES,73.0,3,Diesel,99.0,144.6015384615385,0,0,0,0,0,0,Other,Other,No,6
Peugeot,13300,Compact,Used,4,1,33000.0,Automatic,1,Dealer,4,998.0,832.5,0,DE,53.0,4,Benzine,96.0,140.28,1,1,1,1,2,0,Other,1 owner,No,6
Peugeot,18390,Compact,Used,5,1,19905.0,Manual,1,Dealer,5,1199.0,1165.0,0,DE,74.0,3,Benzine,97.0,147.59111111111113,2,2,2,1,1,0,Leather,Other,No,6
Peugeot,14850,Compact,Used,5,1,12975.0,Manual,0,Dealer,5,1200.0,1065.0,0,ES,55.0,2,Benzine,104.0,157.17333333333337,0,0,0,0,0,0,Other,Other,No,6
Peugeot,13050,Compact,Used,5,1,244.0,Manual,1,Dealer,4,998.0,815.0,0,BE,53.0,1,Benzine,110.0,128.1,1,0,1,0,0,0,Other,Other,No,6
Peugeot,13990,Compact,Used,5,2,11455.0,Manual,1,Dealer,4,998.0,915.0,0,DE,53.0,2,Benzine,85.0,128.1,1,1,2,1,2,0,Other,1 owner,No,6
Peugeot,13990,Compact,Used,5,2,9108.0,Manual,1,Dealer,4,998.0,915.0,0,DE,53.0,2,Benzine,85.0,128.1,1,1,2,1,2,0,Other,1 owner,No,6
Peugeot,23500,Compact,Used,5,1,29451.0,Manual,0,Dealer,5,1199.0,1421.6586629506558,0,ES,81.0,3,Benzine,124.0,184.8,0,0,0,0,0,0,Other,Other,No,6
